farm_id,vv_2025-06-12,vh_2025-06-12,vv_2025-06-24,vh_2025-06-24,vv_2025-07-06,vh_2025-07-06,vv_2025-07-18,vh_2025-07-18,vv_2025-07-30,vh_2025-07-30,vv_2025-08-23,vh_2025-08-23,vv_2025-09-04,vh_2025-09-04,vv_2025-09-16,vh_2025-09-16,vv_2025-09-28,vh_2025-09-28,vv_2025-10-10,vh_2025-10-10,vv_2025-10-22,vh_2025-10-22,vv_2025-11-03,vh_2025-11-03,vv_2025-11-15,vh_2025-11-15,vv_2025-11-27,vh_2025-11-27,vv_2025-12-09,vh_2025-12-09,vv_2025-12-21,vh_2025-12-21
116,-8.633747541814948,-16.431489009131568,-5.942185834523178,-14.527488123420833,-7.793631797610133,-16.25068909510486,-6.642468226001963,-14.341521018970614,-6.307835753270561,-13.521210950923736,-7.320084099237264,-14.945529414485335,-9.251546719992138,-15.031816878382715,-8.40481737811977,-15.24113395052127,-9.239625891833176,-15.833263810769147,-7.341939232705894,-14.738863022313458,-8.05574243637947,-14.60288835385672,-6.411087601761948,-13.244581441878172,-7.221575677161942,-14.531159475242973,-5.88437958328727,-13.236025282713024,-6.898414050411677,-13.847321686209133,-6.290483570266087,-14.149633042101224
117,-4.65155321229224,-9.859686725687464,-3.497738153521225,-10.75574301269895,-3.5836889590268766,-9.71943427529619,-3.9810266088563724,-10.148439494079003,-2.450947575421022,-11.358713234911214,-2.3151988100848997,-11.262231219177309,-3.1645385750729034,-9.89666377622999,-3.0440145340894054,-10.833019709309365,-5.33124703180651,-12.923176563274538,-4.766782113268785,-14.23033826946493,-8.687758321145797,-17.495298737803516,-6.958414006147706,-12.883586586601814,-9.159994223992014,-15.928115056277164,-8.313418751175517,-16.045321584745956,-8.567831663186876,-16.139003595000055,-9.06019499305867,-16.033500396485685
118,-8.698783156505865,-17.18161508603265,-6.677595628183469,-12.908138278517267,-5.651316546546903,-11.946755493457763,-6.316255826829251,-11.324618248238485,-6.043712986536023,-12.89416502564766,-6.760606246194869,-15.39692249602124,-7.719174670891601,-14.012051572669076,-7.961081681340155,-16.064443837851307,-9.544155565317634,-15.961936191288181,-7.874957836717207,-15.918239770312825,-9.980497690775675,-16.75302690264552,-7.7825869515493205,-14.703794005815906,-10.303958593914329,-13.702120083554707,-10.084483551808482,-15.965585279862735,-9.588874895576877,-16.893415758175358,-8.073120411212898,-15.845311528131518
119,-1.9185374132977253,-9.626498100257542,-2.530791115363037,-8.562957707808675,-2.3457030125924203,-7.833305103661331,-1.4114843933778023,-8.950585738972169,-3.1818634938901535,-8.124678676816092,-2.902152505021625,-9.688080314996302,-2.7886983790786717,-9.20435593503327,-3.3778627716705105,-10.022701264789388,-2.7308323507567285,-10.129664617476966,-5.946327263218555,-13.606139958938769,-8.231885511506833,-16.56593676950497,-7.174067599029811,-14.30182331047992,-8.3967191888214,-16.422684486540433,-8.49706235661276,-15.699896064802212,-9.06265878940163,-17.459953810612845,-8.580424736498616,-16.275787532921736
120,-6.04942893320405,-13.975946764850846,-6.310113410867736,-12.844670276873181,-6.917232293438382,-13.599735952995173,-6.743271665924823,-14.82166771886455,-5.544068940102587,-13.718730797174048,-7.030503920079797,-14.594168281042633,-6.46503521253453,-14.171267738006733,-6.4928273599096675,-13.844067953350333,-7.179460939242761,-14.379608701791483,-5.186778863589161,-12.871804768649422,-6.556975309381493,-15.020355490465054,-4.3419093819952455,-11.897052767405576,-5.587900861169785,-12.720957994258173,-3.4819155124908936,-12.224665676979715,-4.439528078424028,-12.34254429125783,-2.778585682220456,-10.99257756713483
121,-4.042079643625369,-10.505479747736459,-3.521850225568033,-9.711511062743863,-3.306256566517102,-10.528373007117388,-3.763914452420331,-10.66117069599912,-3.808268264185311,-9.879951561854588,-3.9895010724634243,-10.613273641161129,-4.268565154765743,-11.291449305957569,-5.940274292119962,-13.199075797611169,-5.789990283497647,-12.004958984321782,-4.1216381242814295,-12.424645538802867,-4.427569132862008,-13.258048093793368,-4.160062546056654,-11.620980743559022,-3.897424993431586,-11.716743292190255,-3.115499367106776,-11.757961893941571,-3.97532455714469,-11.844999467638623,-2.968795885792365,-11.761403435132184
122,-9.980751412011971,-17.16826893415928,-9.642405605012383,-15.782294007074022,-9.557309030191231,-16.92274916277133,-9.88103035330335,-16.70083568199005,-8.239250434938437,-15.438176886345563,-7.403079744184138,-14.71778064872183,-9.518926309484833,-16.848866627610505,-10.95789881569274,-15.601703404518087,-9.35118417804402,-15.822737186898678,-6.7546355188754195,-16.465976106733706,-7.593240106385213,-16.190570573154215,-5.514748850222208,-12.687520238002728,-5.62217316433388,-13.76953909758803,-5.299926407194425,-12.51500414277068,-4.872110324733906,-13.683812436435776,-3.2721888970189292,-12.250240667181028
123,-10.730674840790115,-17.622100493007967,-9.82835176278895,-15.746800727771317,-8.253241580569474,-14.853949326913812,-9.531587896546982,-15.847670392866252,-8.459058790778291,-15.960924744183846,-7.990928317831719,-14.324018667580422,-9.430840127076582,-14.151861206552104,-8.563893142125139,-15.342684908383903,-7.6730209028299745,-15.022616688176951,-7.812181221022222,-14.010578725050209,-7.082155093034121,-13.87992506175507,-6.158850199218904,-11.880881882927719,-7.213209434082919,-14.3845420172762,-6.4228965398404885,-12.764433525687966,-5.421497925958992,-12.964617731623644,-5.080358132929267,-13.93035171691274
124,-10.740210051021617,-17.510378701417334,-6.690152856237238,-14.678864862146908,-7.885118441698146,-15.20971465489497,-7.603737251510106,-15.132622601244801,-6.157619838451691,-14.256468557493049,-7.508110859377823,-16.33284047920671,-8.336937049136095,-15.430559402061224,-8.506258658208477,-15.373823893826765,-8.766394225634444,-15.40766232055825,-6.444366990337897,-15.222711738794679,-7.305953173866305,-15.557887829451191,-5.8595477202780835,-13.6187437904601,-7.178030700380975,-14.559755313901192,-7.764735765055484,-14.773624357544357,-7.049108167338753,-14.448048607849577,-6.602913705500997,-13.82990151669209
125,-9.589845369890096,-16.686595670089144,-6.964775282028354,-12.876085868899022,-6.489269141342997,-12.864809168549439,-6.691017860412639,-13.076025946292756,-4.700921817980094,-12.910417228237863,-6.8707207542940365,-14.999726834133998,-9.2122465882244,-14.535298541242694,-10.949441532841174,-17.117073755029356,-8.530842834346258,-15.634423378493823,-7.33429625351654,-16.93829052076137,-8.867619142829055,-14.797661533377706,-5.79145723107683,-13.153099443929543,-7.942880373264818,-15.78483082285057,-8.489798954909332,-14.731507942448307,-6.613452372071035,-15.190318368569732,-5.310575913908249,-13.684620241627625
126,-10.179630205846511,-17.115525053288835,-6.9552600458083855,-13.194647539200183,-6.845091334778167,-11.929406126524679,-8.576817438274682,-11.777590011237427,-7.539881037466548,-11.701480438132393,-6.13286278465817,-13.899349060821786,-8.013768237422191,-14.556831384090811,-9.91037819036549,-16.01537235215759,-9.445955688662183,-16.052939146858538,-7.051674506066439,-11.980353021150776,-8.639208554614322,-15.78436530227858,-7.7914172337512,-13.852001470791905,-9.789719092283121,-15.14683412437793,-9.656710103699094,-16.87392403220422,-10.027004157282125,-16.669056737036513,-10.111993451771964,-16.1400886956617
127,-9.697979535038753,-15.739534761382352,-5.689424855315891,-13.512199126695002,-6.544550771237478,-12.715868684111538,-7.25520909165807,-12.895796821093782,-7.267149177423447,-11.110067729040141,-8.336984925087252,-13.075537520429027,-7.1797582563373075,-13.160988883159321,-7.682021094402083,-13.371342144279492,-8.58244516996442,-13.840469957122611,-7.6164453218086345,-12.927603460502423,-7.353843318657808,-13.11029649760904,-6.7552383859299745,-13.158917353148325,-9.255472991311269,-13.822803517590723,-8.682904610927176,-13.138570403076923,-8.791208267486322,-14.295004073453804,-9.798542193350977,-13.814226432625231
128,-9.594073914052554,-16.56890576025425,-6.717717304155747,-16.283442469965824,-8.55091858944239,-14.83632028215014,-8.807882183450973,-12.956893604594097,-6.053414304755127,-15.997907081617207,-7.4790460929910285,-16.035210278412663,-9.511721278119579,-16.18669860998218,-7.266050548873083,-15.528574934746004,-7.291733847611913,-16.234117668092395,-7.0561497450391855,-16.054638087341072,-7.335242578425065,-16.521966339747827,-5.392814411977074,-14.051712340277042,-3.4797600665094395,-13.01726784285563,-6.918792278238874,-14.672360528412637,-5.515514760492456,-13.676793553677669,-5.303990059353486,-14.445401431704145
129,-10.312366073288139,-17.131246663435892,-9.695220357610465,-16.391307110738435,-8.207730268860619,-15.889953673029009,-9.588707222297426,-14.185899807046018,-6.564966520797456,-16.096123919605752,-6.254643393955064,-13.324124701871217,-7.689455093538857,-12.651163317678371,-8.958452704062388,-15.967755034117923,-8.039664185668245,-17.43640680661877,-7.98312280918228,-15.74707610475791,-9.698253764342613,-16.296442609442824,-7.709252690892283,-15.73735831728602,-8.895132456435507,-18.01469024858151,-9.127152179856626,-18.213359651095452,-10.073555844254516,-17.315699150775767,-8.78266890184301,-16.229332806246784
130,-10.538787338970451,-15.376591340277688,-7.980546810053385,-14.415758171355089,-8.862422347042816,-14.195900056839687,-7.0974204733478805,-13.22833119448269,-5.354195575709091,-13.57422895247145,-6.102330010557278,-12.207906668339776,-7.1909492143597165,-11.963206332747962,-9.783722029964874,-14.923919831466787,-8.774698747192437,-16.71436895561532,-6.991469663081791,-13.17301286250822,-9.194507977426706,-16.363716357462906,-7.233838476512657,-14.324362472319637,-10.6629916870399,-16.125271328893295,-9.079003368280699,-16.195602596972222,-9.395842339292837,-15.954458605693354,-9.464068068847482,-15.36505804838747
131,-7.817442520160201,-14.488703922732357,-7.8193936670447615,-13.331428575158801,-7.46154936324014,-13.065280101891197,-7.937552322423841,-13.297954077275511,-8.832004873359237,-14.587865186098545,-5.275958760268288,-14.988649097612857,-7.983163361651214,-14.281928732407325,-9.504717681926065,-15.377258799484434,-8.377575513250555,-14.005119086872583,-8.491044099092228,-12.452292742840111,-8.42636703518136,-13.73453456772653,-7.112778452973176,-12.757716371691878,-8.725280946361387,-11.516552603103447,-9.036346073083267,-15.354502894738332,-10.473541884490169,-15.403717235800265,-5.847375958486434,-12.812650070688452
132,-9.570660502540782,-14.809157331409049,-6.90468102066263,-13.776213152696542,-6.596429817780169,-15.208757007076859,-7.200651943328731,-14.823322420086775,-2.4602069529056454,-15.089100619119025,-7.19732842926068,-15.183175156751505,-7.352286746492394,-12.902169929438978,-9.070318344272893,-14.769831920485146,-7.834695300076953,-15.551729759200033,-7.466123362139392,-16.209956028583584,-7.800701713982482,-14.7060530507618,-7.36582702452723,-14.671108653047478,-6.837668485592231,-14.730798486963312,-7.550649438741282,-11.891768424340867,-8.423912377527223,-13.861481301016331,-6.73927112408176,-12.364991473671544
133,-9.646522945173794,-15.931822158621117,-7.720426777687557,-16.796516750537435,-5.835197821246272,-14.525067268663314,-7.478815626562529,-14.031948333173176,-5.949778287106891,-12.629685039791806,-7.490644898228094,-14.491810653494639,-9.157703507774531,-15.760249364604741,-9.68235864983076,-16.239656758134156,-8.930832846686629,-16.344976810558965,-8.26236896742572,-14.580839678535451,-9.3945417166479,-15.841313070800105,-7.913810693466024,-13.029805740681365,-8.987572251673654,-17.063240874114932,-9.964002010787915,-15.774665030030732,-8.981654636062665,-16.782616183588562,-9.882831469605437,-16.112948032886518
134,-8.336236635970252,-15.540149325805814,-7.338893631672788,-12.195266812699032,-7.446748971713654,-13.199902838654861,-6.720571348492285,-12.27644140903967,-7.092158065934299,-13.952635869849281,-7.396625928481092,-13.403828003566147,-8.151613736468558,-11.329452298649862,-8.192232299934432,-12.952630016808174,-8.75818334671872,-14.06482728251138,-7.331892828326789,-13.058002556718298,-8.693435330701183,-14.645860710974063,-6.365473690209132,-12.81052604314109,-6.31969720800195,-11.900884801068708,-7.634865812608743,-14.522696240184224,-9.282574933206673,-15.783295451594077,-9.7332395586151,-15.343347043906771
135,-8.847469616333898,-15.556103901428159,-7.620734597526736,-13.980279494090942,-7.759432630430388,-13.481193142139546,-7.350560317392198,-13.038990855249093,-4.8847709602673,-12.098980844877287,-6.575853037664747,-12.844836088165438,-7.666057202909812,-14.30135300125345,-8.63999395309709,-15.419258206901993,-8.769938122374061,-15.285769866045607,-7.770110216555695,-14.29426601395578,-7.8375344337537705,-14.212853751813812,-6.9253890221283685,-13.125557097899883,-8.757471629093443,-14.987478926428093,-8.210650989105588,-13.687109206144296,-8.542843142082662,-14.984544519166596,-7.9561923366709095,-15.33717236987168
136,-8.509234424293098,-14.279354247999265,-7.9269091790925135,-13.517468843139968,-8.03661310678686,-12.686350144729989,-7.020919842934434,-13.999163200502952,-4.624833346051789,-13.19695693128432,-4.704803683982749,-11.676386107020464,-2.2723240250497,-11.352308931328635,-7.177488574272982,-11.930575470951903,-5.026772183001534,-12.067210106711704,-4.897513451849722,-11.838237513928734,-4.140280886742788,-11.819070653587666,-3.433047219580851,-11.97515833801187,-4.783753249245509,-12.498396259144416,-3.2398407094993678,-13.042202582749525,-3.7272219831380666,-13.289611986370362,-4.232783187996766,-12.443755829767714
137,-10.514373009536527,-17.852970411333683,-8.400367467284013,-15.741343755592048,-8.138567537304667,-15.657934483526732,-9.464082334899107,-17.58485817761808,-9.260522203864669,-16.478426780694697,-6.595477026829943,-14.762488637823141,-5.092815806388128,-13.343766043748923,-4.940415341229432,-14.07229654397213,-4.904083680745,-12.150835302818832,-2.673153837132128,-10.7922800365783,-4.046822546331178,-11.78412098340186,-3.3541487543811987,-10.832066256156054,-1.6546586782859307,-10.147756217108519,-2.7016578013335675,-9.372397561500264,-2.2296594802475522,-9.841418438983961,-1.6989782008548617,-8.836898948405626
138,-8.127300553546139,-16.209530826362,-5.012783139505569,-15.30925800316947,-6.555080225075538,-15.647851243077922,-9.416402611868083,-17.033522079461555,-8.306642878955383,-16.833524307370634,-5.039439815559783,-13.900377509039805,-4.295051762552521,-11.795633998998651,-6.699560042658431,-13.377640341162223,-5.408218354529351,-13.057708850314375,-3.8051788085388862,-10.654190820646374,-5.221311891471788,-11.825450972419002,-3.7557480259360543,-10.69627959685555,-2.2752231605336335,-9.430856661078508,-3.005430978920888,-11.489284515987743,-3.110886567623916,-10.243329598431234,-1.004989556925786,-9.776303983145105
139,-10.273737502702058,-17.840781796022036,-6.421028665060135,-12.20140148844614,-5.712020384756498,-12.905910158986526,-8.657898948067174,-16.542317447259403,-6.944287001460719,-14.875298239563312,-9.044590687500346,-17.255969003536467,-7.868994398125136,-15.150502440284587,-8.162193361068278,-16.28750545186453,-6.215433585464733,-14.790150745306407,-5.297176190163264,-14.385064905563961,-6.849333495889919,-14.438350214729542,-6.297471991642815,-13.149693216169876,-6.406551458606025,-14.734801904100292,-6.452163564367551,-15.379838785721773,-7.702810482259492,-14.516432015585936,-5.966498800677277,-12.77090485354713
140,-10.545251840282797,-16.866364570942835,-7.418461391368406,-14.451152063562535,-6.530100573181098,-13.30849070572009,-10.632095468486714,-16.59248849215471,-8.010740121889938,-16.90350536351198,-9.836962233982923,-16.06469117620176,-5.617539515995418,-14.506194914305865,-6.881736281077563,-15.571023942677492,-4.805975636987039,-14.127548928661728,-5.322520505163074,-12.375333091209317,-6.902934386413135,-12.311608227164538,-7.291196384039258,-11.97373901240918,-9.407551700485591,-13.004019413546676,-4.063091566989479,-13.504940464430629,-7.214115962081538,-15.979361170918366,-6.528736203954403,-12.51563414602061
141,-9.332648361100166,-17.697934393426685,-9.15137854316081,-15.827282918704341,-7.443984559416144,-14.896157255642358,-7.593168630254424,-13.961676392601973,-6.744156540255524,-16.33325356751783,-7.9047592219213145,-16.804580815306906,-10.166141056175606,-17.153681975583037,-9.187681994844663,-16.23163341412743,-8.698808113264585,-16.705011258558386,-6.909185360467703,-15.186151770014316,-8.810278859154685,-15.753037475061888,-7.789792160610318,-14.041756784296695,-8.455161166003444,-17.417783773522718,-8.4636184055017,-15.04891115554933,-8.518260786099026,-16.366586221672197,-9.33983807045706,-15.12224677321443
142,-9.897220202229875,-17.554999888826856,-10.217049033201619,-18.542578631848265,-10.365330656040348,-17.818745339991004,-7.545945745675157,-14.914051800253516,-10.314905819351726,-17.763809558804272,-9.826180445517364,-18.815106942118287,-11.844003448088493,-18.610130001398534,-8.96427273193986,-17.831158626016204,-9.640395656300493,-17.40122191066877,-7.592879058693293,-15.175478324843914,-8.820540592234073,-16.225825768320952,-7.7466264354267835,-15.008143466630608,-8.83764132992573,-16.321731258624244,-8.104837715167285,-15.290243874637373,-7.150760314213751,-15.052574069591705,-6.988147900586258,-12.594061038202224
143,-11.02639814023981,-17.359725220615857,-8.318170076687789,-12.87455331426029,-8.366392214122948,-13.156110985570983,-6.642407643716922,-13.719203185112047,-7.138689548381599,-13.612299703050642,-7.640027998435045,-13.651567236052315,-8.342037728661715,-14.062132582211415,-8.659464337340527,-15.356079775761442,-10.030400924206313,-16.625098740509724,-8.5107722310242,-13.907054277045303,-7.530529435457067,-14.564231792115784,-5.984804118274952,-13.00324615769352,-8.526263649425129,-14.628356307397056,-9.479368012997135,-17.336512361113467,-8.476431350262533,-16.887657691178944,-5.329870758133625,-12.856815491603184
144,-11.559472107696141,-19.35202101279392,-9.692020579496553,-17.97073257207198,-10.026571157779946,-17.316802863404458,-12.261504708103574,-18.75916826993603,-6.958528758943777,-16.71138022627212,-8.11885246886802,-16.597194043297428,-9.081173940075002,-16.60019197760191,-7.135962823938761,-14.865312797195356,-8.25197130225762,-15.49604673063056,-5.487217385551126,-12.734524545480683,-5.958999413180656,-11.951304715370195,-4.705094962275823,-12.281249907076976,-5.644866690921731,-13.363071321457877,-8.201431350396962,-14.558027589921071,-7.03947983978177,-14.856534836281197,-6.053666181551783,-13.636307071899559
145,-9.414815757195772,-16.68944922527965,-9.283323061155905,-16.09000432081031,-9.109757402271466,-14.86870851366258,-7.441871236748887,-13.911200458204565,-4.610722026330289,-12.379148311396062,-6.759577121564386,-14.543923506738848,-9.704065757941787,-15.67226265836199,-10.099179865640565,-17.255878680455417,-10.232113535208814,-17.731111168001362,-8.468769867876482,-14.106886103481688,-9.28658151315801,-16.845724488280617,-6.6294826836506875,-13.37955107640781,-9.489014571416561,-14.972917535475359,-7.172327173875591,-15.285950686785771,-6.852923965877894,-14.487797173941262,-7.423883102259899,-13.977353327500644
146,-7.797451179866751,-14.539098716607445,-8.422549256404931,-15.11918014730301,-7.865190912989055,-11.98795745904983,-6.2017072875791985,-13.13779590686072,-5.871743040528081,-12.393146856566204,-6.3885597621099315,-14.46920649138459,-7.615587908465427,-13.15685173525803,-8.2623114227936,-15.589397484763786,-7.910080248528893,-15.641795621361547,-7.570306492368484,-14.400255252970364,-8.2568488271131,-14.131797878921596,-7.229285734036233,-12.102996481841387,-7.172471873881307,-14.329441615814078,-7.397881559490809,-16.242750723509527,-7.687472078195272,-15.537568344943672,-9.109841642284831,-15.121590221823741
147,-10.683751563436541,-17.63001024174734,-7.526382708692321,-15.418807662342415,-7.988131719267791,-15.113656721929834,-7.1477341713220675,-13.023143542997659,-6.623115315816718,-13.273910668428057,-4.059528706156414,-14.219266202705473,-6.305576344117472,-15.145774503093726,-10.273790400563085,-15.322847872903438,-8.905549825265826,-16.456829806714584,-8.294408881305115,-15.13737515056459,-8.209277641463862,-16.972597052118665,-6.067017182905074,-13.031944181385462,-8.80368007775395,-16.509792879233267,-7.275455294141598,-16.517259755504558,-7.5504054887971295,-16.49612398142081,-8.948364744530725,-17.134439971017205
148,-8.37217631001962,-18.59155028509177,-7.78081381938212,-14.640598940310381,-6.730346808194163,-14.580867701196642,-6.238897861487497,-13.648915329582056,-5.288487699943859,-13.299580748186635,-7.778169654227347,-14.374566113310962,-7.10433634850793,-16.174884305206007,-8.135337002534932,-15.439713794988432,-8.192789828866252,-14.478166806632268,-6.134041624826497,-13.27895536594733,-7.910443463406043,-15.835901515463798,-7.563665437764295,-11.222353098232942,-7.76289286742391,-14.218932075904751,-7.481218943534367,-15.793973580387831,-6.5220210288275915,-13.732362394854523,-8.599282371591547,-16.003957992864887
149,-9.42012534056897,-18.534503706657286,-6.456480018347889,-13.52405156523063,-6.6632450699943,-12.997306493674097,-7.874567214395408,-13.140186796112506,-5.794816098863969,-13.438631553770175,-5.967732248421842,-12.711991783980315,-6.67817773248323,-13.294754331840625,-9.037437879926042,-14.963550814950683,-9.782828303074854,-16.632861615644376,-8.076468390233176,-15.13528709631386,-9.90694236687094,-17.595329492535804,-6.342671756279934,-13.261908920916579,-8.84689328532329,-15.5370641530725,-9.935710684314193,-16.382914563490438,-10.367715235551255,-17.768891547883907,-10.81235519355296,-17.684693191767664
150,-8.625575706797617,-16.19221780540213,-8.22145015702226,-14.382341586366458,-6.298878245248241,-14.065884707629657,-6.868938856221542,-14.381968909288414,-4.414897018417735,-13.963869493724012,-2.533033120217929,-14.162043885087298,-4.38342503371951,-14.816692128344881,-7.672686514054035,-14.204483719767826,-8.087739883183025,-17.3961004228357,-7.698021054753129,-15.236090435555568,-9.171752916831151,-15.998633990254334,-5.738510118419092,-13.219285890020892,-8.20037665493088,-14.824589630925807,-8.371851194941831,-14.526657901938487,-4.6358468558982056,-14.439634548145097,-6.006415621048987,-14.878816256600153
151,-10.615775655770939,-17.140451237426447,-8.044531138069006,-14.17337042255095,-8.532387358518505,-13.716025285819295,-7.002137348242897,-13.64189178770509,-7.298845803057613,-12.164754171441952,-7.142513559381176,-13.31899560243987,-7.70178178686415,-12.915145529194874,-8.936030969479265,-14.094647498309643,-9.691354001483546,-13.783825861651884,-8.70927862730592,-13.542852861795772,-8.793502004232355,-15.026889877587358,-6.432928591646574,-13.972030475340098,-9.975748385012261,-16.75271105216922,-9.363144545769671,-16.064281794015407,-9.554936425591801,-17.373519614211585,-9.58680385020564,-18.193246456197304
152,-8.705499703581632,-17.080833242147516,-10.45916623030076,-17.368407235079804,-4.79455545140382,-13.57037919594545,-5.287466515120785,-12.305697691214643,-5.3215927677604205,-11.766866731253792,-7.340859465700966,-14.288824138344339,-8.508416731779326,-16.50343868973592,-12.499818705609435,-18.393341904048192,-10.659826410134913,-17.347195642910634,-7.424325839163703,-14.025311627684001,-8.960740750561094,-14.26070417270447,-6.533963461977256,-11.146845940170788,-7.479210334455218,-14.078935333301407,-7.222832209670397,-12.016379290190146,-6.999906091285783,-15.994438220304325,-7.135248504342795,-13.507051655661165
153,-11.47758939437903,-16.553012571347857,-7.323183621744284,-16.11415337754819,-7.001096832487618,-13.858775229715434,-7.041167552839242,-12.30256436695692,-4.356120056253861,-12.605378771054792,-7.383212906403179,-14.05241801405522,-8.799595991482517,-15.287483620942053,-8.72238563129639,-17.91485783627313,-9.25438066700769,-17.774920830260097,-9.524535227624021,-14.166546773994144,-8.066722319229068,-12.990300528166696,-5.591769639840006,-12.771042068845206,-7.093349328347021,-14.578376330947059,-7.727126906384061,-14.587755667837294,-7.743905225634001,-17.337854716555917,-8.204344010544792,-15.53003652713202
154,-8.781695183412223,-18.15527544837342,-6.727532266620434,-12.814608907423793,-6.2112550364655466,-11.444226650503069,-3.811230326331861,-12.655113640678223,-4.36355480336528,-11.104859265780458,-3.263709667312086,-10.05357500190165,-3.672809059626194,-10.006861135174663,-4.625842906275121,-11.993651843456508,-3.4850957691330517,-10.389429635803026,-0.7361905623820806,-10.90340074061862,-2.1037659894148266,-10.915174275057565,-3.2224314549312694,-9.697211869796083,-4.562122895554788,-11.305328557720246,-4.17975767217781,-10.920686696686921,-2.3764940605406135,-10.86224479686338,-3.8690944527147937,-11.922322813593274
155,-8.57245952508403,-16.314190060185652,-6.941443107786169,-12.846477756209708,-6.350830348426767,-13.412960233098659,-6.744754586923632,-13.11751017368042,-4.511302695346757,-13.584886271950353,-5.992291579561508,-15.130382085988359,-6.296041841579662,-14.323487133327777,-7.398068978035593,-17.673669791781794,-7.06079037920083,-17.960760117890523,-7.912296254786745,-17.287433658551436,-9.314300435341988,-17.321129774039832,-6.666018195313264,-14.549794509481606,-8.038565831173884,-16.49722414169558,-7.500848860343535,-16.066420164997822,-9.05065555677993,-16.54052906078147,-7.011678295785125,-14.458878352084096
156,-10.326199921351595,-17.57248259806723,-7.457075262360743,-13.747745142868178,-6.714427420390807,-11.857952620282031,-6.3448828808629445,-13.07049113944229,-7.133238681970903,-13.50213195969414,-6.338032036535345,-13.851794058840847,-5.557380773023274,-12.573428591118363,-8.959930730990779,-16.470651979472105,-9.946680472374641,-18.20043063932589,-8.346835412074112,-15.326087726853315,-10.6464118287081,-17.257877327270258,-6.921303041490674,-14.131225064664326,-9.897882525020288,-16.776679900703662,-10.219253952282614,-16.99839977114747,-9.829866921653228,-17.827539333510177,-8.183827255963362,-16.341436713439414
157,-10.661428746805866,-18.975751370226313,-11.319049586854566,-16.830785627139434,-10.821560900749736,-16.397798803861363,-8.955698013438319,-14.953044535690621,-11.11174024611258,-17.163161537671865,-10.65473499795884,-18.245497953618468,-12.140063393505905,-18.202991963303404,-10.36113735257518,-19.091765227758717,-8.82827658123134,-15.27375572916893,-8.77230767990223,-13.686874793036093,-10.662533491111104,-17.11587485157388,-8.565655338786042,-15.56559437502758,-10.954842407036637,-18.680245212728373,-9.416053745207265,-16.172673594369385,-8.518567262222975,-15.482926329706213,-7.194321198284172,-14.524673006983559
158,-10.199247803176632,-18.346085820784715,-8.672070706844497,-14.528713879732596,-6.691875398032781,-11.420388703809579,-7.391223316529779,-13.255402925933328,-6.364387933143619,-11.789474656841987,-7.411768559153047,-12.750208413265728,-6.05811858927357,-14.929823522714292,-10.558337371624864,-14.910026724485865,-8.122653511446192,-17.06267252823093,-8.423047304047861,-14.948051951073689,-11.673245151198524,-18.035738421157227,-7.34218739257793,-15.24094876164688,-11.0696292911257,-17.473847048455042,-9.362738805114773,-16.85022187358776,-8.932921570005128,-15.734927781315093,-5.734395481940268,-15.193760759981526
159,-7.623168144755319,-16.67722504184129,-8.613859697035018,-14.448118131896337,-5.871257292119507,-12.99854613212247,-7.128418294901965,-12.34700229104621,-4.512235990127748,-12.559492087607762,-6.897848542251416,-13.635293750641628,-5.556796272429262,-11.819463981331197,-8.723604527106184,-14.445307950336115,-8.764345888067512,-15.612654451970673,-8.108561275696193,-14.072178534643431,-10.501736465490886,-17.41923878133536,-7.686616302475069,-15.79539235053253,-8.376481351214087,-15.559092675075807,-8.431614299340456,-16.062455278187333,-8.390303093417252,-17.191766169821708,-7.9346580026048485,-17.054580674875403
160,-8.685928764869509,-14.816886722850096,-7.727915360246432,-13.707583978670243,-7.847007625745162,-13.170161508779827,-6.509350638360237,-12.352593241259589,-3.734384525375711,-12.552725778454704,-7.567452253969799,-14.17473774846458,-5.918856478711293,-12.854714331433364,-8.921821859274012,-15.123385584306785,-11.104883258228963,-16.64813382033024,-7.552670650558987,-15.687809551607412,-9.160515591491874,-17.327310751726323,-6.359484840669406,-14.561991106778683,-6.284472034917572,-16.54935373475473,-6.869267254099701,-17.453885180743438,-9.121800704496266,-18.270490355959087,-7.058180671578391,-16.06674589856758
161,-7.325072648221279,-15.823232133283332,-7.258565450320984,-14.145950211034881,-6.9864700335317025,-13.818068396415082,-6.30662724733542,-12.247448302426491,-5.653480679208753,-13.142568535960102,-4.374191497695572,-15.00422106602353,-7.025647888867774,-13.372580000185511,-8.972284150809864,-14.674201247983207,-6.546357818402967,-15.13901696033196,-4.42208385781962,-13.611127332684077,-5.406175140802053,-14.639601360651966,-5.213861585537596,-11.815841895433696,-4.773286639696812,-13.336284993400621,-7.923763683109208,-15.304830811293641,-5.695281507667066,-14.787738174818784,-4.728155964289193,-15.002637109348802
